event_id,vehicle_id,driver_id,trip_id,event_timestamp,latitude,longitude,speed_kmph,heading,gps_accuracy,ignition_status,battery_level
EVT_0001644473,VH_0296,DRV_0296,TRP_NIGHT_0392,2025-01-20 02:03:00.619,12.6528146,79.8705755,56.65,68.4,9.8,ON,58
EVT_0000084864,VH_0113,DRV_0113,,2025-01-20 02:04:20.056,19.330672,72.6041488,0.0,337.2,18.2,OFF,52
EVT_0001641234,VH_ORPHAN_2230,DRV_UNKNOWN_810,,2025-01-20 02:05:00.975,26.823638,83.3425819,2.69,115.6,13.6,OFF,14
EVT_0000011774,VH_0015,DRV_0015,,2025-01-20 02:05:36.696,26.8916605,75.7546311,0.0,198.2,17.5,OFF,51
EVT_0001643583,VH_ORPHAN_1919,DRV_UNKNOWN_532,,2025-01-20 02:06:00.601,14.0715277,94.4492318,38.68,307.0,24.3,ON,79
EVT_0001644442,VH_0260,DRV_0260,TRP_NIGHT_0361,2025-01-20 02:07:00.399,22.4161289,72.7507486,42.4,16.3,12.3,ON,45
EVT_0000178121,VH_0231,DRV_0231,,2025-01-20 02:07:10.661,12.9885607,80.4137767,0.0,41.5,19.9,OFF,17
EVT_0001643882,VH_ORPHAN_9615,DRV_UNKNOWN_547,,2025-01-20 02:08:00.643,24.3486346,88.7743494,54.63,212.7,26.9,ON,14
EVT_0001643608,VH_ORPHAN_5403,DRV_UNKNOWN_174,,2025-01-20 02:09:00.113,15.6039608,72.2938462,48.72,272.6,29.6,ON,96
EVT_0000062539,VH_0090,DRV_0090,,2025-01-20 02:09:58.208,12.9175084,80.1746581,0.0,224.5,21.9,OFF,64
EVT_0001644311,VH_0272,DRV_0272,TRP_NIGHT_0230,2025-01-20 02:10:00.193,27.4995007,76.2794211,44.63,16.7,6.9,ON,54
EVT_0001642616,VH_ORPHAN_8113,DRV_UNKNOWN_555,,2025-01-20 02:10:00.238,26.8741067,86.847292,10.37,65.7,44.0,OFF,84
EVT_0000199919,VH_0261,DRV_0261,,2025-01-20 02:10:05.885,26.9851667,81.0257883,0.0,244.3,15.8,OFF,18
EVT_0000123426,VH_0161,DRV_0161,,2025-01-20 02:10:29.700,18.5953303,73.568029,0.0,194.1,14.1,OFF,50
EVT_0001640557,VH_ORPHAN_1770,DRV_UNKNOWN_486,,2025-01-20 02:11:00.999,10.4051648,79.7441759,36.43,5.9,45.0,OFF,39
EVT_0000047826,VH_0070,DRV_0070,,2025-01-20 02:12:06.909,13.3507085,77.4086011,0.0,349.8,13.6,OFF,76
EVT_0000216702,VH_0287,DRV_0287,,2025-01-20 02:12:29.612,12.7209134,77.311618,0.0,186.0,13.5,OFF,26
EVT_0001644304,VH_0165,DRV_0165,TRP_NIGHT_0223,2025-01-20 02:13:00.770,22.7208533,72.1300758,57.17,65.2,6.4,ON,73
EVT_0001642587,VH_ORPHAN_2540,DRV_UNKNOWN_212,,2025-01-20 02:15:00.196,26.564811,79.0820361,29.03,295.6,35.1,OFF,67
EVT_0001644142,VH_0164,DRV_0164,TRP_NIGHT_0061,2025-01-20 02:15:00.638,12.6484771,77.1060508,47.53,176.6,9.5,ON,87
EVT_0000139411,VH_0182,DRV_0182,,2025-01-20 02:16:02.466,26.4796931,75.9735397,0.0,250.4,21.7,OFF,14
EVT_0001640855,VH_ORPHAN_2828,DRV_UNKNOWN_295,,2025-01-20 02:17:00.619,29.9066205,81.3977731,40.35,121.1,11.6,ON,29
EVT_0000180691,VH_0236,DRV_0236,,2025-01-20 02:17:31.769,28.8511818,76.7635672,0.0,44.6,11.9,OFF,12
EVT_0000180697,VH_0236,DRV_0236,,2025-01-20 02:19:47.874,28.8517314,76.7629967,0.0,44.6,26.0,OFF,24
EVT_0000142464,VH_0190,DRV_0190,,2025-01-20 02:20:09.819,28.6215739,77.144352,0.0,228.3,23.2,OFF,64
EVT_0000224540,VH_0295,DRV_0295,,2025-01-20 02:20:13.316,16.923731,78.3560786,0.0,143.0,11.2,OFF,80
EVT_0000157659,VH_0207,DRV_0207,,2025-01-20 02:22:30.579,18.1174104,74.208349,0.0,22.0,25.9,OFF,83
EVT_0000167247,VH_0217,DRV_0217,,2025-01-20 02:24:16.848,18.6103862,72.4828998,0.0,218.5,11.0,OFF,85
EVT_0000185883,VH_0241,DRV_0241,,2025-01-20 02:24:45.129,26.7807059,80.6823226,0.0,108.6,5.4,OFF,99
EVT_0001640505,VH_ORPHAN_7224,DRV_UNKNOWN_446,,2025-01-20 02:25:00.414,27.8393913,96.473399,38.98,179.8,22.6,OFF,40
EVT_0000101030,VH_0128,DRV_0128,,2025-01-20 02:26:50.040,19.3171069,73.1294997,0.0,119.3,22.8,OFF,76
EVT_0000044019,VH_0062,DRV_0062,,2025-01-20 02:26:56.428,28.7797379,76.9348099,0.0,37.2,28.2,OFF,39
EVT_0000001582,VH_0002,DRV_0302,,2025-01-20 02:27:31.356,26.806789,81.2237957,0.0,208.5,9.3,OFF,59
EVT_0000140700,VH_0185,DRV_0185,,2025-01-20 02:27:36.771,22.9054257,72.5946263,0.0,118.2,8.6,OFF,34
EVT_0000140694,VH_0185,DRV_0185,,2025-01-20 02:27:40.723,22.903929,72.5954269,0.0,118.2,7.1,OFF,64
EVT_0000205520,VH_0268,DRV_0268,,2025-01-20 02:28:20.620,22.9541634,72.7376634,0.0,235.5,17.4,OFF,35
EVT_0001641809,VH_ORPHAN_7499,DRV_UNKNOWN_935,,2025-01-20 02:29:00.740,10.3719816,96.2581159,77.98,236.2,25.7,ON,57
EVT_0000028744,VH_0043,DRV_0343,,2025-01-20 02:29:43.034,12.8605589,80.7546715,0.0,24.6,6.6,OFF,43
EVT_0000107283,VH_0138,DRV_0138,,2025-01-20 02:31:55.989,18.4823758,73.762488,0.0,57.8,12.3,OFF,99
EVT_0000207912,VH_0273,DRV_0273,,2025-01-20 02:32:33.806,19.0531064,73.0004388,0.0,297.1,12.4,OFF,87
EVT_0001639581,VH_ORPHAN_7894,DRV_UNKNOWN_363,,2025-01-20 02:33:00.463,11.3273503,82.9232995,9.56,136.2,40.6,OFF,64
EVT_0001641054,VH_ORPHAN_2353,DRV_UNKNOWN_721,,2025-01-20 02:35:00.400,17.9021283,80.2345435,40.64,177.4,37.2,ON,29
EVT_0000005461,VH_0007,DRV_0007,,2025-01-20 02:35:36.119,17.0292038,78.4754913,0.0,198.3,24.5,OFF,26
EVT_0000176138,VH_0229,DRV_0229,,2025-01-20 02:36:39.146,26.5905951,75.5859158,0.0,340.5,13.4,OFF,72
EVT_0000076122,VH_0100,DRV_0100,,2025-01-20 02:37:49.694,18.4567697,73.3382131,0.0,119.3,22.3,OFF,79
EVT_0001639711,VH_ORPHAN_8326,DRV_UNKNOWN_472,,2025-01-20 02:38:00.044,29.0931724,81.6264403,40.36,128.2,27.7,ON,13
EVT_0001641758,VH_ORPHAN_7904,DRV_UNKNOWN_154,,2025-01-20 02:38:00.596,21.2134721,93.5277542,6.79,243.7,18.0,ON,57
EVT_0001640825,VH_ORPHAN_6360,DRV_UNKNOWN_584,,2025-01-20 02:38:00.947,29.8892536,90.9090923,35.52,27.7,35.4,OFF,44
EVT_0001641692,VH_ORPHAN_3181,DRV_UNKNOWN_925,,2025-01-20 02:39:00.552,27.4325766,69.2389759,75.49,96.4,39.4,OFF,45
EVT_0000176133,VH_0229,DRV_0229,,2025-01-20 02:41:34.948,26.5898151,75.5855918,0.0,340.5,29.6,OFF,78
EVT_0000167865,VH_0219,DRV_0219,,2025-01-20 02:41:48.616,22.6311657,88.393516,0.0,173.3,11.1,OFF,64
EVT_0000107284,VH_0138,DRV_0138,,2025-01-20 02:41:50.570,18.482276,73.7618244,0.0,57.8,22.6,OFF,21
EVT_0001641713,VH_ORPHAN_4562,DRV_UNKNOWN_503,,2025-01-20 02:42:00.025,26.4089401,72.2870518,58.16,317.8,26.2,ON,95
EVT_0000142459,VH_0190,DRV_0190,,2025-01-20 02:42:15.442,28.6213557,77.1430749,0.0,228.3,15.8,OFF,40
EVT_0001643644,VH_ORPHAN_2315,DRV_UNKNOWN_442,,2025-01-20 02:44:00.280,31.2268634,69.3897501,3.23,345.9,17.8,ON,17
EVT_0001642717,VH_ORPHAN_5398,DRV_UNKNOWN_478,,2025-01-20 02:47:00.455,34.3497656,93.1962995,74.31,5.2,33.1,ON,72
EVT_0000199934,VH_0261,DRV_0261,,2025-01-20 02:47:25.633,26.9849616,81.0254814,0.0,244.3,7.3,OFF,56
EVT_0001644278,VH_0270,DRV_0270,TRP_NIGHT_0197,2025-01-20 02:48:00.607,21.8411019,88.717741,41.24,2.3,16.3,ON,72
EVT_0001642394,VH_ORPHAN_2947,DRV_UNKNOWN_958,,2025-01-20 02:49:00.687,26.7873235,90.2932664,22.05,297.3,28.4,OFF,74
EVT_0001644276,VH_0046,DRV_0346,TRP_NIGHT_0195,2025-01-20 02:51:00.464,19.477585,73.0822699,59.13,289.8,8.1,ON,45
EVT_0001640760,VH_ORPHAN_5269,DRV_UNKNOWN_368,,2025-01-20 02:51:00.625,31.5794198,75.2774294,59.08,10.7,25.9,ON,98
EVT_0000124917,VH_0163,DRV_0163,,2025-01-20 02:51:25.451,27.0726793,75.7488164,0.0,275.5,26.1,OFF,74
EVT_0000198138,VH_0254,DRV_0254,,2025-01-20 02:53:03.488,27.1326419,81.0343417,0.0,219.4,8.3,OFF,18
EVT_0000008265,VH_0010,DRV_0310,,2025-01-20 02:53:21.805,17.4550537,78.470952,0.0,131.6,7.8,OFF,54
EVT_0000223707,VH_0294,DRV_0294,,2025-01-20 02:53:34.218,22.7112176,72.2537482,0.0,212.8,27.5,OFF,46
EVT_0001643147,VH_ORPHAN_7529,DRV_UNKNOWN_247,,2025-01-20 02:54:00.109,30.5789414,92.0198328,16.27,232.0,24.5,OFF,39
EVT_0000119401,VH_0153,DRV_0153,,2025-01-20 02:54:09.839,18.9226302,72.838284,0.0,203.9,27.5,OFF,94
EVT_0001644475,VH_0217,DRV_0217,TRP_NIGHT_0394,2025-01-20 02:55:00.674,19.0304908,72.9914955,50.82,188.4,10.1,ON,44
EVT_0000203616,VH_0266,DRV_0266,,2025-01-20 02:55:10.042,22.9024528,71.7765583,0.0,303.4,8.8,OFF,75
EVT_0000220100,VH_0292,DRV_0292,,2025-01-20 02:55:23.212,18.6423604,72.5005926,0.0,260.9,25.2,OFF,22
EVT_0000105188,VH_0133,DRV_0133,,2025-01-20 02:56:23.575,12.90583,77.6778144,0.0,58.8,26.4,OFF,11
EVT_0001641249,VH_ORPHAN_8699,DRV_UNKNOWN_550,,2025-01-20 02:57:00.848,13.4476745,96.0716759,60.48,10.1,17.7,ON,21
EVT_0001644379,VH_0105,DRV_0105,TRP_NIGHT_0298,2025-01-20 02:58:00.770,18.8138552,73.3809247,50.98,86.4,18.5,ON,39
EVT_0000178131,VH_0231,DRV_0231,,2025-01-20 02:59:21.118,12.987987,80.4142062,0.0,41.5,22.9,OFF,29
EVT_0001639222,VH_ORPHAN_1917,DRV_UNKNOWN_311,,2025-01-20 03:00:00.376,17.403896,70.4013612,43.64,24.1,42.3,ON,49
EVT_0001644078,VH_ORPHAN_3593,DRV_UNKNOWN_151,,2025-01-20 03:01:00.159,30.2167146,84.5955869,43.94,253.1,36.6,ON,85
EVT_0001643912,VH_ORPHAN_9270,DRV_UNKNOWN_880,,2025-01-20 03:01:00.961,28.0040443,80.2006729,57.78,321.2,41.4,OFF,100
EVT_0001642121,VH_ORPHAN_7193,DRV_UNKNOWN_257,,2025-01-20 03:03:00.961,29.2217359,76.1559567,24.93,170.4,17.6,ON,48
EVT_0001644318,VH_0257,DRV_0257,TRP_NIGHT_0237,2025-01-20 03:04:00.398,26.4479079,81.4527031,21.82,293.3,5.7,ON,71
EVT_0000180349,VH_0235,DRV_0235,,2025-01-20 03:04:32.064,12.8882769,80.0516755,0.0,253.5,25.3,OFF,95
EVT_0001644220,VH_0296,DRV_0296,TRP_NIGHT_0139,2025-01-20 03:05:00.416,12.7180958,79.8962342,30.87,353.1,11.1,ON,44
EVT_0001644308,VH_0233,DRV_0233,TRP_NIGHT_0227,2025-01-20 03:07:00.135,18.5222012,74.9917162,27.76,191.1,19.0,ON,36
EVT_0001644225,VH_0101,DRV_0101,TRP_NIGHT_0144,2025-01-20 03:07:00.696,12.6142663,77.7659807,39.02,155.3,6.0,ON,43
EVT_0000027087,VH_0041,DRV_0341,,2025-01-20 03:07:08.574,18.6783607,73.4724697,0.0,28.3,12.7,OFF,88
EVT_0000199232,VH_0258,DRV_0258,,2025-01-20 03:07:38.102,12.5838143,77.3514366,0.0,163.0,19.5,OFF,17
EVT_0001642421,VH_ORPHAN_1346,DRV_UNKNOWN_826,,2025-01-20 03:10:00.359,12.5900744,85.0899442,33.38,338.3,40.6,OFF,88
EVT_0001640927,VH_ORPHAN_3735,DRV_UNKNOWN_990,,2025-01-20 03:10:00.805,9.9121508,89.192394,69.75,6.4,38.1,ON,71
EVT_0000205524,VH_0268,DRV_0268,,2025-01-20 03:10:39.985,22.9550655,72.7383996,0.0,235.5,6.5,OFF,68
EVT_0001644425,VH_0121,DRV_0121,TRP_NIGHT_0344,2025-01-20 03:11:00.793,28.5310043,76.644373,53.84,37.5,8.4,ON,50
EVT_0000099090,VH_0126,DRV_0126,,2025-01-20 03:11:25.596,17.7849723,73.7811085,0.0,118.1,27.5,OFF,36
EVT_0000171143,VH_0221,DRV_0221,,2025-01-20 03:11:27.889,26.9317373,75.6371199,0.0,96.4,24.1,OFF,76
EVT_0000050184,VH_0074,DRV_0074,,2025-01-20 03:14:26.255,26.9407728,75.7931766,0.0,327.2,25.1,OFF,64
EVT_0000053828,VH_0080,DRV_0080,,2025-01-20 03:16:49.318,22.6790107,72.4681007,0.0,213.5,13.6,OFF,94
EVT_0000205528,VH_0268,DRV_0268,,2025-01-20 03:16:52.150,22.9553375,72.737896,0.0,235.5,5.9,OFF,16
EVT_0001640018,VH_ORPHAN_3297,DRV_UNKNOWN_969,,2025-01-20 03:17:00.019,31.4566848,85.3553827,55.36,183.6,37.0,OFF,87
EVT_0000216696,VH_0287,DRV_0287,,2025-01-20 03:19:30.139,12.72067,77.311725,0.0,186.0,17.6,OFF,63
EVT_0001644429,VH_0031,DRV_0331,TRP_NIGHT_0348,2025-01-20 03:21:00.874,22.8772349,88.8405696,43.9,131.8,15.8,ON,64
EVT_0000005453,VH_0007,DRV_0007,,2025-01-20 03:21:11.300,17.0297096,78.4745247,0.0,198.3,18.2,OFF,66
EVT_0001644091,VH_0006,DRV_0006,TRP_NIGHT_0010,2025-01-20 03:22:00.167,22.5941815,72.4884461,28.98,328.2,5.4,ON,79
EVT_0001639973,VH_ORPHAN_6882,DRV_UNKNOWN_541,,2025-01-20 03:23:00.236,31.0730369,94.5107579,45.86,106.3,28.6,OFF,87
EVT_0001642385,VH_ORPHAN_6965,DRV_UNKNOWN_775,,2025-01-20 03:25:00.092,15.4245268,72.186824,40.32,131.5,11.4,OFF,36
EVT_0001640288,VH_ORPHAN_5193,DRV_UNKNOWN_383,,2025-01-20 03:25:00.791,31.086803,74.1681327,52.68,6.7,11.8,OFF,37
EVT_0000012416,VH_0017,DRV_0017,,2025-01-20 03:25:29.215,22.1829773,88.6997705,0.0,35.5,24.5,OFF,59
EVT_0001640521,VH_ORPHAN_5438,DRV_UNKNOWN_381,,2025-01-20 03:26:00.749,31.9627709,72.5128447,48.51,128.4,48.3,ON,38
EVT_0001644349,VH_0190,DRV_0190,TRP_NIGHT_0268,2025-01-20 03:28:00.252,28.5129903,76.945174,53.07,116.3,18.6,ON,42
EVT_0000124913,VH_0163,DRV_0163,,2025-01-20 03:28:03.088,27.0725939,75.749058,0.0,275.5,8.1,OFF,36
EVT_0000001589,VH_0002,DRV_0302,,2025-01-20 03:28:51.278,26.8065514,81.2236296,0.0,208.5,23.5,OFF,51
EVT_0001640742,VH_ORPHAN_3479,DRV_UNKNOWN_250,,2025-01-20 03:29:00.116,13.0635384,96.7115352,49.78,50.0,49.5,ON,31
EVT_0001643311,VH_ORPHAN_6078,DRV_UNKNOWN_453,,2025-01-20 03:29:00.160,32.2492808,89.8348763,32.89,321.9,27.5,OFF,15
EVT_0000123433,VH_0162,DRV_0162,,2025-01-20 03:29:21.818,19.1007016,72.9530505,0.0,320.5,16.6,OFF,47
EVT_0001640584,VH_ORPHAN_3976,DRV_UNKNOWN_981,,2025-01-20 03:30:00.312,8.7045587,83.7390622,18.47,253.5,7.4,OFF,27
EVT_0000211135,VH_0280,DRV_0280,,2025-01-20 03:30:14.066,26.3817787,81.3887964,0.0,114.6,29.4,OFF,94
EVT_0000050161,VH_0073,DRV_0073,,2025-01-20 03:30:48.616,26.782063,80.7967847,0.0,218.1,11.5,OFF,58
EVT_0001644453,VH_0196,DRV_0196,TRP_NIGHT_0372,2025-01-20 03:31:00.994,18.7142069,72.3778738,54.78,270.7,16.1,ON,62
EVT_0000026038,VH_0038,DRV_0338,,2025-01-20 03:31:27.081,13.015898,80.0191575,0.0,327.9,22.1,OFF,24
EVT_0000005462,VH_0007,DRV_0007,,2025-01-20 03:31:43.134,17.0301551,78.4748667,0.0,198.3,5.1,OFF,87
EVT_0001644516,VH_0227,DRV_0227,TRP_NIGHT_0435,2025-01-20 03:32:00.346,13.2001168,79.8598554,23.07,260.9,5.5,ON,35
EVT_0000224545,VH_0295,DRV_0295,,2025-01-20 03:32:31.032,16.9245802,78.356231,0.0,143.0,18.5,OFF,10
EVT_0000080630,VH_0106,DRV_0106,,2025-01-20 03:32:46.328,28.8792508,77.8508267,0.0,344.0,5.2,OFF,83
EVT_0001644392,VH_0132,DRV_0132,TRP_NIGHT_0311,2025-01-20 03:33:00.099,26.600215,80.82634,29.82,302.7,6.1,ON,44
EVT_0001642144,VH_ORPHAN_9704,DRV_UNKNOWN_514,,2025-01-20 03:33:00.489,29.1042814,95.6308325,44.43,326.2,25.8,ON,45
EVT_0001644533,VH_0172,DRV_0172,TRP_NIGHT_0452,2025-01-20 03:34:00.432,12.9292095,77.5701058,48.52,108.1,7.4,ON,67
EVT_0000198136,VH_0254,DRV_0254,,2025-01-20 03:34:54.510,27.133173,81.0334541,0.0,219.4,29.2,OFF,96
EVT_0000050167,VH_0073,DRV_0073,,2025-01-20 03:35:19.357,26.7801401,80.7963148,0.0,218.1,6.8,OFF,35
EVT_0000180685,VH_0236,DRV_0236,,2025-01-20 03:36:35.180,28.8515083,76.7647159,0.0,44.6,5.3,OFF,14
EVT_0000207909,VH_0273,DRV_0273,,2025-01-20 03:36:41.135,19.0522236,73.0010632,0.0,297.1,22.9,OFF,79
EVT_0000173937,VH_0223,DRV_0223,,2025-01-20 03:39:20.093,29.0056272,77.1291104,0.0,119.6,22.5,OFF,15
EVT_0001644543,VH_0215,DRV_0215,TRP_NIGHT_0462,2025-01-20 03:40:00.224,18.6396585,73.9576686,28.54,346.0,8.8,ON,64
EVT_0000178123,VH_0231,DRV_0231,,2025-01-20 03:40:17.985,12.9884884,80.41419,0.0,41.5,14.7,OFF,72
EVT_0000209657,VH_0277,DRV_0277,,2025-01-20 03:40:51.937,26.9004848,81.2596815,0.0,95.5,18.6,OFF,80
EVT_0001640467,VH_ORPHAN_5056,DRV_UNKNOWN_577,,2025-01-20 03:41:00.020,29.795129,71.2489814,29.89,305.4,41.5,OFF,5
EVT_0001639753,VH_ORPHAN_1599,DRV_UNKNOWN_708,,2025-01-20 03:41:00.248,10.8147317,93.6903328,21.25,132.6,32.6,ON,48
EVT_0001641291,VH_ORPHAN_8479,DRV_UNKNOWN_809,,2025-01-20 03:41:00.272,24.5923365,88.5438991,25.96,180.3,44.6,OFF,82
EVT_0001642444,VH_ORPHAN_1105,DRV_UNKNOWN_860,,2025-01-20 03:41:00.854,23.7411546,73.0062363,18.31,6.5,36.3,ON,58
EVT_0001641111,VH_ORPHAN_2220,DRV_UNKNOWN_147,,2025-01-20 03:41:00.924,16.3048721,96.5500601,3.16,33.6,42.5,ON,21
EVT_0001639930,VH_ORPHAN_7137,DRV_UNKNOWN_603,,2025-01-20 03:42:00.033,24.8100952,72.0100426,37.29,341.5,40.0,ON,90
EVT_0001641515,VH_ORPHAN_8062,DRV_UNKNOWN_598,,2025-01-20 03:42:00.366,12.3495663,89.9321882,37.13,162.3,36.2,OFF,59
EVT_0000027085,VH_0041,DRV_0341,,2025-01-20 03:42:12.121,18.6782117,73.4721954,0.0,28.3,26.6,OFF,77
EVT_0001640545,VH_ORPHAN_5620,DRV_UNKNOWN_746,,2025-01-20 03:44:00.262,16.0365963,78.8912187,0.88,148.6,35.0,OFF,50
EVT_0000005447,VH_0007,DRV_0007,,2025-01-20 03:44:14.111,17.0293981,78.4755408,0.0,198.3,8.9,OFF,89
EVT_0000207906,VH_0273,DRV_0273,,2025-01-20 03:45:23.357,19.052908,73.000514,0.0,297.1,20.7,OFF,48
EVT_0000128460,VH_0171,DRV_0171,,2025-01-20 03:49:20.734,23.0171253,72.2535601,0.0,54.5,18.7,OFF,31
EVT_0000128464,VH_0171,DRV_0171,,2025-01-20 03:52:13.197,23.0166505,72.2536035,0.0,54.5,19.2,OFF,69
EVT_0000151998,VH_0199,DRV_0199,,2025-01-20 03:53:21.806,13.9625633,80.483106,0.0,290.9,10.8,OFF,24
EVT_0001641119,VH_ORPHAN_9490,DRV_UNKNOWN_122,,2025-01-20 03:54:00.524,32.6927894,77.6086139,72.31,78.2,21.4,ON,95
EVT_0001642591,VH_ORPHAN_8230,DRV_UNKNOWN_777,,2025-01-20 03:54:00.660,20.9357288,68.0293199,33.38,179.1,30.4,OFF,50
EVT_0000203615,VH_0266,DRV_0266,,2025-01-20 03:54:32.836,22.9031931,71.7770756,0.0,303.4,20.2,OFF,88
EVT_0000023732,VH_0031,DRV_0331,,2025-01-20 03:54:56.312,22.5482995,88.5091346,0.0,225.8,25.6,OFF,26
EVT_0001640422,VH_ORPHAN_7438,DRV_UNKNOWN_666,,2025-01-20 03:55:00.421,9.7652871,72.2320621,21.52,40.9,31.5,OFF,6
EVT_0000032458,VH_0045,DRV_0045,,2025-01-20 03:55:47.826,21.6537598,87.7560418,0.0,157.8,19.9,OFF,16
EVT_0001641014,VH_ORPHAN_4552,DRV_UNKNOWN_271,,2025-01-20 03:56:00.744,9.2662688,73.4885444,62.48,297.0,14.8,OFF,66
EVT_0000124920,VH_0163,DRV_0163,,2025-01-20 03:56:27.469,27.0728135,75.7502558,0.0,275.5,29.7,OFF,78
EVT_0001639695,VH_ORPHAN_8484,DRV_UNKNOWN_581,,2025-01-20 03:57:00.074,26.6535124,92.40572,49.0,344.8,46.4,ON,15
EVT_0000129202,VH_0172,DRV_0172,,2025-01-20 03:57:10.478,12.7949405,77.6190783,0.0,23.1,19.0,OFF,88
EVT_0001641141,VH_ORPHAN_8814,DRV_UNKNOWN_675,,2025-01-20 03:58:00.113,27.7128276,76.0327426,60.52,283.4,11.7,OFF,7
EVT_0000139403,VH_0182,DRV_0182,,2025-01-20 03:58:13.268,26.4795818,75.9731767,0.0,250.4,19.2,OFF,67
EVT_0001642040,VH_ORPHAN_4027,DRV_UNKNOWN_660,,2025-01-20 03:59:00.276,31.5501563,96.2808403,11.28,287.0,5.1,OFF,28
EVT_0001644347,VH_0027,DRV_0327,TRP_NIGHT_0266,2025-01-20 03:59:00.326,22.3578893,88.4812853,40.74,42.8,12.7,ON,74
EVT_0001642854,VH_ORPHAN_9576,DRV_UNKNOWN_889,,2025-01-20 03:59:00.523,13.7281957,90.768086,75.72,169.9,47.5,OFF,57
EVT_0001640305,VH_ORPHAN_8639,DRV_UNKNOWN_305,,2025-01-20 04:00:00.566,32.1721958,94.2290736,11.34,341.1,21.7,OFF,55
EVT_0000138881,VH_0181,DRV_0181,,2025-01-20 04:01:15.227,27.0870606,76.2020007,0.0,205.0,19.6,OFF,84
EVT_0000116344,VH_0148,DRV_0148,,2025-01-20 04:01:35.697,19.4931448,73.2102788,0.0,274.9,29.3,OFF,43
EVT_0001644285,VH_0179,DRV_0179,TRP_NIGHT_0204,2025-01-20 04:02:00.132,18.317302,73.4682366,53.95,20.4,15.1,ON,71
EVT_0000116687,VH_0149,DRV_0149,,2025-01-20 04:03:27.637,29.1192308,76.581786,0.0,313.8,23.7,OFF,96
EVT_0000050175,VH_0074,DRV_0074,,2025-01-20 04:03:44.169,26.9410138,75.7945264,0.0,327.2,20.5,OFF,90
EVT_0000028741,VH_0043,DRV_0343,,2025-01-20 04:03:48.383,12.8598,80.7550075,0.0,24.6,8.6,OFF,77
EVT_0001644215,VH_0107,DRV_0107,TRP_NIGHT_0134,2025-01-20 04:04:00.968,22.4374759,88.6037727,24.79,300.1,14.3,ON,83
EVT_0001644206,VH_0045,DRV_0045,TRP_NIGHT_0125,2025-01-20 04:06:00.618,22.8138273,87.6636856,51.17,59.2,18.4,ON,79
EVT_0000173936,VH_0223,DRV_0223,,2025-01-20 04:06:39.494,29.0067432,77.1291908,0.0,119.6,7.1,OFF,30
EVT_0001644488,VH_0141,DRV_0141,TRP_NIGHT_0407,2025-01-20 04:07:00.290,26.5389844,80.9503296,44.71,123.1,16.7,ON,47
EVT_0001644181,VH_0219,DRV_0219,TRP_NIGHT_0100,2025-01-20 04:07:00.702,22.8857411,87.9555144,47.71,328.3,19.1,ON,36
EVT_0001644556,VH_0256,DRV_0256,TRP_NIGHT_0475,2025-01-20 04:08:00.491,18.5305497,73.8375704,51.98,143.5,15.4,ON,84
EVT_0001639701,VH_ORPHAN_4627,DRV_UNKNOWN_605,,2025-01-20 04:09:00.076,20.7279291,83.9341033,79.46,131.5,17.3,OFF,38
EVT_0001640262,VH_ORPHAN_6193,DRV_UNKNOWN_471,,2025-01-20 04:09:00.434,14.2175,80.5101251,33.96,186.2,45.6,ON,30
EVT_0001643885,VH_ORPHAN_1103,DRV_UNKNOWN_754,,2025-01-20 04:09:00.551,26.6357472,83.3076968,64.49,22.6,48.4,ON,90
EVT_0000119403,VH_0153,DRV_0153,,2025-01-20 04:12:07.046,18.9229658,72.8381174,0.0,203.9,13.8,OFF,40
EVT_0000181941,VH_0237,DRV_0237,,2025-01-20 04:13:59.490,12.9389008,80.5729827,0.0,29.6,6.7,OFF,40
EVT_0001641507,VH_ORPHAN_7120,DRV_UNKNOWN_749,,2025-01-20 04:14:00.382,11.2279986,81.3778206,79.09,122.3,12.2,OFF,69
EVT_0000180690,VH_0236,DRV_0236,,2025-01-20 04:14:31.484,28.8525589,76.7631011,0.0,44.6,8.3,OFF,55
EVT_0000050172,VH_0074,DRV_0074,,2025-01-20 04:15:00.465,26.9394036,75.7934506,0.0,327.2,5.4,OFF,63
EVT_0001639378,VH_ORPHAN_4588,DRV_UNKNOWN_149,,2025-01-20 04:15:00.745,32.4378877,81.8641844,0.87,261.9,42.2,ON,12
EVT_0001642334,VH_ORPHAN_9111,DRV_UNKNOWN_589,,2025-01-20 04:18:00.375,12.7816521,83.8150982,19.91,136.1,16.1,ON,56
EVT_0001639703,VH_ORPHAN_5908,DRV_UNKNOWN_747,,2025-01-20 04:18:00.993,29.4538241,85.2689683,57.33,342.4,41.9,OFF,79
EVT_0000078503,VH_0104,DRV_0104,,2025-01-20 04:19:30.105,27.23176,75.6693731,0.0,356.2,10.2,OFF,65
EVT_0000142452,VH_0190,DRV_0190,,2025-01-20 04:20:39.409,28.6226125,77.1439986,0.0,228.3,19.4,OFF,24
EVT_0001644569,VH_0099,DRV_0099,TRP_NIGHT_0488,2025-01-20 04:22:00.245,18.652019,73.7132016,51.9,111.5,18.3,ON,75
EVT_0001643902,VH_ORPHAN_2294,DRV_UNKNOWN_449,,2025-01-20 04:22:00.909,10.4401833,70.5860151,9.45,205.8,45.3,ON,64
EVT_0000138886,VH_0181,DRV_0181,,2025-01-20 04:22:55.845,27.0865528,76.2014963,0.0,205.0,18.5,OFF,18
