trip_id,vehicle_id,driver_id,planned_start,planned_end,origin_city,destination_city,status
TRP_000497,VH_0014,DRV_0014,2025-01-21 20:47:00,2025-01-22 00:24:00,Chennai,Chennai,COMPLETED
TRP_000498,VH_0015,DRV_0015,2025-01-21 06:42:00,2025-01-21 09:29:00,Jaipur,Bangalore,COMPLETED
TRP_000499,VH_0015,DRV_0015,2025-01-21 19:39:00,2025-01-21 22:38:00,Jaipur,Hyderabad,COMPLETED
TRP_000500,VH_0016,DRV_0016,2025-01-21 08:27:00,2025-01-21 09:59:00,Bangalore,Bangalore,COMPLETED
TRP_000501,VH_0016,DRV_0016,2025-01-21 15:33:00,2025-01-21 18:02:00,Bangalore,Bangalore,COMPLETED
TRP_000502,VH_0016,DRV_0016,2025-01-21 16:40:00,2025-01-21 18:32:00,Bangalore,Bangalore,COMPLETED
TRP_000503,VH_0016,DRV_0016,2025-01-21 21:54:00,2025-01-21 23:23:00,Bangalore,Chennai,COMPLETED
TRP_000504,VH_0017,DRV_0017,2025-01-21 08:31:00,2025-01-21 10:47:00,Kolkata,Kolkata,COMPLETED
TRP_000505,VH_0017,DRV_0017,2025-01-21 09:05:00,2025-01-21 10:57:00,Kolkata,Delhi,COMPLETED
TRP_000506,VH_0017,DRV_0017,2025-01-21 20:51:00,2025-01-21 21:47:00,Kolkata,Kolkata,COMPLETED
TRP_000507,VH_0019,DRV_0019,2025-01-21 21:15:00,2025-01-21 22:01:00,Lucknow,Ahmedabad,COMPLETED
TRP_000508,VH_0020,DRV_0320,2025-01-21 18:48:00,2025-01-21 20:39:00,Bangalore,Bangalore,COMPLETED
TRP_000509,VH_0020,DRV_0320,2025-01-21 19:00:00,2025-01-21 19:48:00,Bangalore,Bangalore,COMPLETED
TRP_000510,VH_0021,DRV_0021,2025-01-21 10:45:00,2025-01-21 13:19:00,Chennai,Chennai,COMPLETED
TRP_000511,VH_0021,DRV_0021,2025-01-21 11:32:00,2025-01-21 13:56:00,Chennai,Ahmedabad,COMPLETED
TRP_000512,VH_0023,DRV_0323,2025-01-21 08:29:00,2025-01-21 11:15:00,Bangalore,Bangalore,COMPLETED
TRP_000513,VH_0024,DRV_0024,2025-01-21 06:48:00,2025-01-21 07:37:00,Ahmedabad,Ahmedabad,COMPLETED
TRP_000514,VH_0024,DRV_0024,2025-01-21 18:11:00,2025-01-21 19:26:00,Ahmedabad,Ahmedabad,CANCELLED
TRP_000515,VH_0026,DRV_0026,2025-01-21 11:47:00,2025-01-21 14:40:00,Pune,Pune,IN_PROGRESS
TRP_000516,VH_0027,DRV_0327,2025-01-21 07:17:00,2025-01-21 09:47:00,Kolkata,Kolkata,CANCELLED
TRP_000517,VH_0027,DRV_0327,2025-01-21 09:52:00,2025-01-21 12:24:00,Kolkata,Kolkata,CANCELLED
TRP_000518,VH_0027,DRV_0327,2025-01-21 14:00:00,2025-01-21 15:31:00,Kolkata,Kolkata,IN_PROGRESS
TRP_000519,VH_0027,DRV_0327,2025-01-21 16:54:00,2025-01-21 18:20:00,Kolkata,Kolkata,COMPLETED
TRP_000520,VH_0028,DRV_0028,2025-01-21 18:23:00,2025-01-21 19:11:00,Jaipur,Jaipur,IN_PROGRESS
TRP_000521,VH_0029,DRV_0329,2025-01-21 09:52:00,2025-01-21 13:40:00,Jaipur,Jaipur,COMPLETED
TRP_000522,VH_0029,DRV_0329,2025-01-21 14:52:00,2025-01-21 15:57:00,Jaipur,Hyderabad,COMPLETED
TRP_000523,VH_0030,DRV_0330,2025-01-21 10:26:00,2025-01-21 12:13:00,Kolkata,Kolkata,CANCELLED
TRP_000524,VH_0030,DRV_0330,2025-01-21 17:38:00,2025-01-21 20:01:00,Kolkata,Kolkata,COMPLETED
TRP_000525,VH_0031,DRV_0331,2025-01-21 06:37:00,2025-01-21 07:50:00,Kolkata,Kolkata,COMPLETED
TRP_000526,VH_0031,DRV_0331,2025-01-21 18:48:00,2025-01-21 19:18:00,Kolkata,Kolkata,COMPLETED
TRP_000527,VH_0034,DRV_0334,2025-01-21 09:55:00,2025-01-21 12:28:00,Hyderabad,Hyderabad,COMPLETED
TRP_000528,VH_0034,DRV_0334,2025-01-21 10:45:00,2025-01-21 13:39:00,Hyderabad,Jaipur,COMPLETED
TRP_000529,VH_0034,DRV_0334,2025-01-21 11:29:00,2025-01-21 13:31:00,Hyderabad,Hyderabad,COMPLETED
TRP_000530,VH_0034,DRV_0334,2025-01-21 15:55:00,2025-01-21 16:46:00,Hyderabad,Hyderabad,COMPLETED
TRP_000531,VH_0035,DRV_0035,2025-01-21 14:23:00,2025-01-21 17:44:00,Delhi,Pune,IN_PROGRESS
TRP_000532,VH_0036,DRV_0036,2025-01-21 15:37:00,2025-01-21 16:19:00,Lucknow,Lucknow,CANCELLED
TRP_000533,VH_0037,DRV_0337,2025-01-21 10:12:00,2025-01-21 12:57:00,Kolkata,Kolkata,COMPLETED
TRP_000534,VH_0037,DRV_0337,2025-01-21 13:20:00,2025-01-21 15:50:00,Kolkata,Kolkata,COMPLETED
TRP_000535,VH_0037,DRV_0337,2025-01-21 14:33:00,2025-01-21 17:23:00,Kolkata,Pune,CANCELLED
TRP_000536,VH_0037,DRV_0337,2025-01-21 21:41:00,2025-01-22 00:05:00,Kolkata,Hyderabad,COMPLETED
TRP_000537,VH_0038,DRV_0338,2025-01-21 13:16:00,2025-01-21 14:01:00,Chennai,Chennai,COMPLETED
TRP_000538,VH_0038,DRV_0338,2025-01-21 16:45:00,2025-01-21 17:41:00,Chennai,Chennai,IN_PROGRESS
TRP_000539,VH_0039,DRV_0339,2025-01-21 14:11:00,2025-01-21 16:04:00,Bangalore,Bangalore,CANCELLED
TRP_000540,VH_0040,DRV_0340,2025-01-21 08:20:00,2025-01-21 10:00:00,Lucknow,Lucknow,COMPLETED
TRP_000541,VH_0040,DRV_0340,2025-01-21 12:17:00,2025-01-21 13:30:00,Lucknow,Lucknow,COMPLETED
TRP_000542,VH_0040,DRV_0340,2025-01-21 17:28:00,2025-01-21 18:47:00,Lucknow,Delhi,COMPLETED
TRP_000543,VH_0040,DRV_0340,2025-01-21 21:36:00,2025-01-21 23:29:00,Lucknow,Delhi,COMPLETED
TRP_000544,VH_0042,DRV_0342,2025-01-21 09:39:00,2025-01-21 10:27:00,Kolkata,Kolkata,COMPLETED
TRP_000545,VH_0042,DRV_0342,2025-01-21 13:16:00,2025-01-21 14:32:00,Kolkata,Kolkata,COMPLETED
TRP_000546,VH_0044,DRV_0044,2025-01-21 12:13:00,2025-01-21 12:44:00,Kolkata,Kolkata,COMPLETED
TRP_000547,VH_0044,DRV_0044,2025-01-21 18:34:00,2025-01-21 19:04:00,Kolkata,Kolkata,COMPLETED
TRP_000548,VH_0046,DRV_0346,2025-01-21 16:06:00,2025-01-21 18:04:00,Mumbai,Mumbai,COMPLETED
TRP_000549,VH_0047,DRV_0347,2025-01-21 06:59:00,2025-01-21 08:51:00,Lucknow,Lucknow,COMPLETED
TRP_000550,VH_0047,DRV_0347,2025-01-21 11:57:00,2025-01-21 14:26:00,Lucknow,Lucknow,COMPLETED
TRP_000551,VH_0048,DRV_0348,2025-01-21 09:28:00,2025-01-21 12:13:00,Kolkata,Kolkata,COMPLETED
TRP_000552,VH_0048,DRV_0348,2025-01-21 10:45:00,2025-01-21 13:24:00,Kolkata,Pune,COMPLETED
TRP_000553,VH_0048,DRV_0348,2025-01-21 11:08:00,2025-01-21 12:48:00,Kolkata,Kolkata,IN_PROGRESS
TRP_000554,VH_0048,DRV_0348,2025-01-21 17:33:00,2025-01-21 20:14:00,Kolkata,Kolkata,COMPLETED
TRP_000555,VH_0050,DRV_0050,2025-01-21 14:35:00,2025-01-21 16:43:00,Hyderabad,Hyderabad,COMPLETED
TRP_000556,VH_0050,DRV_0050,2025-01-21 19:57:00,2025-01-21 22:01:00,Hyderabad,Hyderabad,COMPLETED
TRP_000557,VH_0051,DRV_0051,2025-01-21 11:39:00,2025-01-21 13:04:00,Delhi,Jaipur,COMPLETED
TRP_000558,VH_0052,DRV_0052,2025-01-21 11:20:00,2025-01-21 15:03:00,Chennai,Hyderabad,COMPLETED
TRP_000559,VH_0052,DRV_0052,2025-01-21 13:24:00,2025-01-21 17:13:00,Chennai,Chennai,COMPLETED
TRP_000560,VH_0052,DRV_0052,2025-01-21 21:42:00,2025-01-22 01:06:00,Chennai,Mumbai,IN_PROGRESS
TRP_000561,VH_0053,DRV_0053,2025-01-21 06:52:00,2025-01-21 08:35:00,Bangalore,Lucknow,COMPLETED
TRP_000562,VH_0053,DRV_0053,2025-01-21 15:12:00,2025-01-21 17:03:00,Bangalore,Bangalore,COMPLETED
TRP_000563,VH_0054,DRV_0054,2025-01-21 11:20:00,2025-01-21 13:03:00,Kolkata,Kolkata,COMPLETED
TRP_000564,VH_0054,DRV_0054,2025-01-21 20:25:00,2025-01-21 20:58:00,Kolkata,Kolkata,COMPLETED
TRP_000565,VH_0056,DRV_0056,2025-01-21 16:26:00,2025-01-21 17:49:00,Delhi,Delhi,COMPLETED
TRP_000566,VH_0056,DRV_0056,2025-01-21 17:36:00,2025-01-21 20:03:00,Delhi,Delhi,COMPLETED
TRP_000567,VH_0057,DRV_0057,2025-01-21 08:23:00,2025-01-21 09:33:00,Pune,Hyderabad,COMPLETED
TRP_000568,VH_0057,DRV_0057,2025-01-21 14:33:00,2025-01-21 16:12:00,Pune,Pune,COMPLETED
TRP_000569,VH_0058,DRV_0058,2025-01-21 08:11:00,2025-01-21 09:40:00,Lucknow,Jaipur,COMPLETED
TRP_000570,VH_0058,DRV_0058,2025-01-21 11:24:00,2025-01-21 12:14:00,Lucknow,Lucknow,COMPLETED
TRP_000571,VH_0058,DRV_0058,2025-01-21 19:14:00,2025-01-21 20:07:00,Lucknow,Lucknow,COMPLETED
TRP_000572,VH_0060,DRV_0060,2025-01-21 07:45:00,2025-01-21 09:10:00,Delhi,Delhi,IN_PROGRESS
TRP_000573,VH_0060,DRV_0060,2025-01-21 20:14:00,2025-01-21 22:04:00,Delhi,Delhi,COMPLETED
TRP_000574,VH_0061,DRV_0061,2025-01-21 18:14:00,2025-01-21 20:32:00,Bangalore,Bangalore,COMPLETED
TRP_000575,VH_0063,DRV_0063,2025-01-21 08:01:00,2025-01-21 09:27:00,Hyderabad,Bangalore,COMPLETED
TRP_000576,VH_0063,DRV_0063,2025-01-21 19:42:00,2025-01-21 21:27:00,Hyderabad,Hyderabad,COMPLETED
TRP_000577,VH_0064,DRV_0064,2025-01-21 16:15:00,2025-01-21 17:38:00,Lucknow,Lucknow,COMPLETED
TRP_000578,VH_0064,DRV_0064,2025-01-21 17:50:00,2025-01-21 19:44:00,Lucknow,Hyderabad,COMPLETED
TRP_000579,VH_0065,DRV_0065,2025-01-21 14:06:00,2025-01-21 15:57:00,Bangalore,Bangalore,COMPLETED
TRP_000580,VH_0065,DRV_0065,2025-01-21 16:10:00,2025-01-21 16:45:00,Bangalore,Bangalore,COMPLETED
TRP_000581,VH_0065,DRV_0065,2025-01-21 21:42:00,2025-01-21 23:24:00,Bangalore,Bangalore,COMPLETED
TRP_000582,VH_0066,DRV_0066,2025-01-21 09:11:00,2025-01-21 11:06:00,Chennai,Chennai,COMPLETED
TRP_000583,VH_0066,DRV_0066,2025-01-21 14:50:00,2025-01-21 16:05:00,Chennai,Chennai,IN_PROGRESS
TRP_000584,VH_0066,DRV_0066,2025-01-21 17:11:00,2025-01-21 19:00:00,Chennai,Chennai,COMPLETED
TRP_000585,VH_0067,DRV_0067,2025-01-21 06:17:00,2025-01-21 07:33:00,Jaipur,Bangalore,COMPLETED
TRP_000586,VH_0067,DRV_0067,2025-01-21 18:08:00,2025-01-21 19:47:00,Jaipur,Jaipur,IN_PROGRESS
TRP_000587,VH_0068,DRV_0068,2025-01-21 17:53:00,2025-01-21 20:39:00,Delhi,Delhi,COMPLETED
TRP_000588,VH_0068,DRV_0068,2025-01-21 20:04:00,2025-01-21 21:02:00,Delhi,Jaipur,COMPLETED
TRP_000589,VH_0071,DRV_0071,2025-01-21 11:35:00,2025-01-21 13:14:00,Pune,Pune,COMPLETED
TRP_000590,VH_0071,DRV_0071,2025-01-21 19:07:00,2025-01-21 20:07:00,Pune,Pune,COMPLETED
TRP_000591,VH_0072,DRV_0072,2025-01-21 14:12:00,2025-01-21 17:43:00,Jaipur,Lucknow,COMPLETED
TRP_000592,VH_0072,DRV_0072,2025-01-21 21:59:00,2025-01-21 23:08:00,Jaipur,Jaipur,COMPLETED
TRP_000593,VH_0073,DRV_0073,2025-01-21 15:21:00,2025-01-21 16:40:00,Lucknow,Lucknow,COMPLETED
TRP_000594,VH_0074,DRV_0074,2025-01-21 18:39:00,2025-01-21 19:43:00,Jaipur,Jaipur,COMPLETED
TRP_000595,VH_0076,DRV_0076,2025-01-21 10:39:00,2025-01-21 13:10:00,Hyderabad,Mumbai,COMPLETED
TRP_000596,VH_0076,DRV_0076,2025-01-21 13:37:00,2025-01-21 15:33:00,Hyderabad,Kolkata,COMPLETED
TRP_000597,VH_0077,DRV_0077,2025-01-21 06:03:00,2025-01-21 07:34:00,Pune,Ahmedabad,COMPLETED
TRP_000598,VH_0077,DRV_0077,2025-01-21 12:24:00,2025-01-21 14:27:00,Pune,Pune,COMPLETED
TRP_000599,VH_0077,DRV_0077,2025-01-21 14:27:00,2025-01-21 17:11:00,Pune,Pune,COMPLETED
TRP_000600,VH_0077,DRV_0077,2025-01-21 21:24:00,2025-01-21 23:59:00,Pune,Ahmedabad,COMPLETED
TRP_000601,VH_0078,DRV_0078,2025-01-21 08:13:00,2025-01-21 10:50:00,Kolkata,Kolkata,CANCELLED
TRP_000602,VH_0078,DRV_0078,2025-01-21 21:33:00,2025-01-21 22:43:00,Kolkata,Bangalore,COMPLETED
TRP_000603,VH_0080,DRV_0080,2025-01-21 06:48:00,2025-01-21 07:35:00,Ahmedabad,Ahmedabad,CANCELLED
TRP_000604,VH_0080,DRV_0080,2025-01-21 07:07:00,2025-01-21 08:21:00,Ahmedabad,Chennai,COMPLETED
TRP_000605,VH_0080,DRV_0080,2025-01-21 11:35:00,2025-01-21 12:07:00,Ahmedabad,Ahmedabad,COMPLETED
TRP_000606,VH_0080,DRV_0080,2025-01-21 17:29:00,2025-01-21 18:07:00,Ahmedabad,Ahmedabad,COMPLETED
TRP_000607,VH_0081,DRV_0081,2025-01-21 06:20:00,2025-01-21 06:52:00,Chennai,Chennai,COMPLETED
TRP_000608,VH_0081,DRV_0081,2025-01-21 14:19:00,2025-01-21 15:07:00,Chennai,Chennai,CANCELLED
TRP_000609,VH_0081,DRV_0081,2025-01-21 16:25:00,2025-01-21 18:04:00,Chennai,Bangalore,COMPLETED
TRP_000610,VH_0082,DRV_0082,2025-01-21 12:39:00,2025-01-21 14:08:00,Hyderabad,Pune,COMPLETED
TRP_000611,VH_0082,DRV_0082,2025-01-21 16:18:00,2025-01-21 17:05:00,Hyderabad,Hyderabad,COMPLETED
TRP_000612,VH_0082,DRV_0082,2025-01-21 17:19:00,2025-01-21 18:45:00,Hyderabad,Mumbai,COMPLETED
TRP_000613,VH_0082,DRV_0082,2025-01-21 19:27:00,2025-01-21 21:12:00,Hyderabad,Hyderabad,COMPLETED
TRP_000614,VH_0083,DRV_0083,2025-01-21 08:28:00,2025-01-21 09:14:00,Delhi,Delhi,COMPLETED
TRP_000615,VH_0083,DRV_0083,2025-01-21 10:28:00,2025-01-21 11:23:00,Delhi,Chennai,COMPLETED
TRP_000616,VH_0084,DRV_0084,2025-01-21 09:55:00,2025-01-21 12:36:00,Hyderabad,Hyderabad,COMPLETED
TRP_000617,VH_0084,DRV_0084,2025-01-21 19:29:00,2025-01-21 21:12:00,Hyderabad,Hyderabad,COMPLETED
TRP_000618,VH_0084,DRV_0084,2025-01-21 20:30:00,2025-01-21 23:22:00,Hyderabad,Hyderabad,IN_PROGRESS
TRP_000619,VH_0085,DRV_0085,2025-01-21 14:29:00,2025-01-21 16:34:00,Mumbai,Pune,COMPLETED
TRP_000620,VH_0085,DRV_0085,2025-01-21 16:01:00,2025-01-21 18:41:00,Mumbai,Mumbai,COMPLETED
TRP_000621,VH_0085,DRV_0085,2025-01-21 17:51:00,2025-01-21 20:25:00,Mumbai,Mumbai,COMPLETED
TRP_000622,VH_0085,DRV_0085,2025-01-21 20:34:00,2025-01-22 00:11:00,Mumbai,Mumbai,IN_PROGRESS
TRP_000623,VH_0086,DRV_0086,2025-01-21 09:25:00,2025-01-21 12:09:00,Hyderabad,Hyderabad,COMPLETED
TRP_000624,VH_0086,DRV_0086,2025-01-21 14:52:00,2025-01-21 17:46:00,Hyderabad,Hyderabad,COMPLETED
TRP_000625,VH_0087,DRV_0087,2025-01-21 08:30:00,2025-01-21 11:28:00,Bangalore,Bangalore,IN_PROGRESS
TRP_000626,VH_0087,DRV_0087,2025-01-21 11:57:00,2025-01-21 13:22:00,Bangalore,Bangalore,COMPLETED
TRP_000627,VH_0087,DRV_0087,2025-01-21 16:11:00,2025-01-21 20:00:00,Bangalore,Bangalore,COMPLETED
TRP_000628,VH_0089,DRV_0089,2025-01-21 12:07:00,2025-01-21 12:48:00,Mumbai,Chennai,COMPLETED
TRP_000629,VH_0090,DRV_0090,2025-01-21 20:01:00,2025-01-21 20:39:00,Chennai,Bangalore,IN_PROGRESS
TRP_000630,VH_0091,DRV_0091,2025-01-21 14:43:00,2025-01-21 16:05:00,Delhi,Pune,COMPLETED
TRP_000631,VH_0093,DRV_0093,2025-01-21 07:24:00,2025-01-21 09:22:00,Jaipur,Ahmedabad,COMPLETED
TRP_000632,VH_0093,DRV_0093,2025-01-21 13:59:00,2025-01-21 17:30:00,Jaipur,Jaipur,COMPLETED
TRP_000633,VH_0093,DRV_0093,2025-01-21 15:59:00,2025-01-21 18:49:00,Jaipur,Jaipur,COMPLETED
TRP_000634,VH_0094,DRV_0094,2025-01-21 18:20:00,2025-01-21 19:09:00,Pune,Pune,COMPLETED
TRP_000635,VH_0094,DRV_0094,2025-01-21 21:04:00,2025-01-21 22:11:00,Pune,Pune,COMPLETED
TRP_000636,VH_0095,DRV_0095,2025-01-21 10:09:00,2025-01-21 11:39:00,Hyderabad,Ahmedabad,COMPLETED
TRP_000637,VH_0095,DRV_0095,2025-01-21 21:41:00,2025-01-21 22:48:00,Hyderabad,Hyderabad,COMPLETED
TRP_000638,VH_0096,DRV_0096,2025-01-21 12:37:00,2025-01-21 13:23:00,Chennai,Chennai,CANCELLED
TRP_000639,VH_0096,DRV_0096,2025-01-21 13:59:00,2025-01-21 15:11:00,Chennai,Chennai,COMPLETED
TRP_000640,VH_0096,DRV_0096,2025-01-21 17:52:00,2025-01-21 19:07:00,Chennai,Jaipur,COMPLETED
TRP_000641,VH_0096,DRV_0096,2025-01-21 18:00:00,2025-01-21 19:08:00,Chennai,Chennai,COMPLETED
TRP_000642,VH_0097,DRV_0097,2025-01-21 09:28:00,2025-01-21 10:43:00,Bangalore,Bangalore,COMPLETED
TRP_000643,VH_0097,DRV_0097,2025-01-21 19:56:00,2025-01-21 20:54:00,Bangalore,Bangalore,COMPLETED
TRP_000644,VH_0098,DRV_0098,2025-01-21 15:33:00,2025-01-21 17:08:00,Mumbai,Mumbai,COMPLETED
TRP_000645,VH_0098,DRV_0098,2025-01-21 18:45:00,2025-01-21 20:39:00,Mumbai,Mumbai,COMPLETED
TRP_000646,VH_0101,DRV_0101,2025-01-21 06:23:00,2025-01-21 07:22:00,Bangalore,Bangalore,COMPLETED
TRP_000647,VH_0101,DRV_0101,2025-01-21 08:35:00,2025-01-21 09:55:00,Bangalore,Chennai,COMPLETED
TRP_000648,VH_0101,DRV_0101,2025-01-21 13:27:00,2025-01-21 14:04:00,Bangalore,Bangalore,COMPLETED
TRP_000649,VH_0101,DRV_0101,2025-01-21 16:21:00,2025-01-21 17:22:00,Bangalore,Hyderabad,COMPLETED
TRP_000650,VH_0102,DRV_0102,2025-01-21 10:49:00,2025-01-21 12:48:00,Kolkata,Kolkata,COMPLETED
TRP_000651,VH_0102,DRV_0102,2025-01-21 13:37:00,2025-01-21 14:53:00,Kolkata,Kolkata,COMPLETED
TRP_000652,VH_0102,DRV_0102,2025-01-21 15:58:00,2025-01-21 17:22:00,Kolkata,Kolkata,COMPLETED
TRP_000653,VH_0102,DRV_0102,2025-01-21 18:38:00,2025-01-21 19:26:00,Kolkata,Ahmedabad,COMPLETED
TRP_000654,VH_0103,DRV_0103,2025-01-21 16:26:00,2025-01-21 17:02:00,Hyderabad,Hyderabad,COMPLETED
TRP_000655,VH_0105,DRV_0105,2025-01-21 08:54:00,2025-01-21 11:49:00,Pune,Hyderabad,COMPLETED
TRP_000656,VH_0105,DRV_0105,2025-01-21 10:13:00,2025-01-21 13:27:00,Pune,Bangalore,COMPLETED
TRP_000657,VH_0105,DRV_0105,2025-01-21 11:29:00,2025-01-21 15:14:00,Pune,Pune,COMPLETED
TRP_000658,VH_0105,DRV_0105,2025-01-21 15:27:00,2025-01-21 18:58:00,Pune,Pune,COMPLETED
TRP_000659,VH_0106,DRV_0106,2025-01-21 15:06:00,2025-01-21 17:26:00,Delhi,Delhi,COMPLETED
TRP_000660,VH_0107,DRV_0107,2025-01-21 08:16:00,2025-01-21 09:13:00,Kolkata,Kolkata,IN_PROGRESS
TRP_000661,VH_0108,DRV_0108,2025-01-21 16:26:00,2025-01-21 18:18:00,Mumbai,Chennai,COMPLETED
TRP_000662,VH_0108,DRV_0108,2025-01-21 17:26:00,2025-01-21 19:23:00,Mumbai,Chennai,COMPLETED
TRP_000663,VH_0108,DRV_0108,2025-01-21 18:25:00,2025-01-21 20:03:00,Mumbai,Hyderabad,COMPLETED
TRP_000664,VH_0111,DRV_0111,2025-01-21 17:07:00,2025-01-21 20:02:00,Delhi,Delhi,COMPLETED
TRP_000665,VH_0112,DRV_0112,2025-01-21 07:34:00,2025-01-21 10:22:00,Bangalore,Bangalore,COMPLETED
TRP_000666,VH_0113,DRV_0113,2025-01-21 17:37:00,2025-01-21 18:40:00,Mumbai,Chennai,COMPLETED
TRP_000667,VH_0113,DRV_0113,2025-01-21 21:08:00,2025-01-21 21:46:00,Mumbai,Mumbai,COMPLETED
TRP_000668,VH_0114,DRV_0114,2025-01-21 08:23:00,2025-01-21 10:04:00,Mumbai,Mumbai,COMPLETED
TRP_000669,VH_0114,DRV_0114,2025-01-21 12:50:00,2025-01-21 15:28:00,Mumbai,Delhi,COMPLETED
TRP_000670,VH_0114,DRV_0114,2025-01-21 14:57:00,2025-01-21 16:38:00,Mumbai,Mumbai,COMPLETED
TRP_000671,VH_0114,DRV_0114,2025-01-21 19:05:00,2025-01-21 21:38:00,Mumbai,Mumbai,IN_PROGRESS
TRP_000672,VH_0115,DRV_0115,2025-01-21 08:33:00,2025-01-21 10:55:00,Kolkata,Kolkata,COMPLETED
TRP_000673,VH_0117,DRV_0117,2025-01-21 14:02:00,2025-01-21 16:10:00,Mumbai,Mumbai,CANCELLED
TRP_000674,VH_0118,DRV_0118,2025-01-21 06:30:00,2025-01-21 08:34:00,Hyderabad,Kolkata,COMPLETED
TRP_000675,VH_0118,DRV_0118,2025-01-21 11:06:00,2025-01-21 13:33:00,Hyderabad,Hyderabad,COMPLETED
TRP_000676,VH_0119,DRV_0119,2025-01-21 08:50:00,2025-01-21 10:34:00,Chennai,Ahmedabad,COMPLETED
TRP_000677,VH_0119,DRV_0119,2025-01-21 13:35:00,2025-01-21 14:09:00,Chennai,Chennai,COMPLETED
TRP_000678,VH_0120,DRV_0120,2025-01-21 21:21:00,2025-01-21 22:35:00,Lucknow,Ahmedabad,COMPLETED
TRP_000679,VH_0121,DRV_0121,2025-01-21 12:44:00,2025-01-21 13:38:00,Delhi,Delhi,COMPLETED
TRP_000680,VH_0121,DRV_0121,2025-01-21 20:11:00,2025-01-21 20:42:00,Delhi,Delhi,COMPLETED
TRP_000681,VH_0122,DRV_0122,2025-01-21 07:18:00,2025-01-21 10:29:00,Delhi,Delhi,COMPLETED
TRP_000682,VH_0122,DRV_0122,2025-01-21 09:17:00,2025-01-21 11:17:00,Delhi,Delhi,COMPLETED
TRP_000683,VH_0122,DRV_0122,2025-01-21 10:33:00,2025-01-21 12:20:00,Delhi,Delhi,IN_PROGRESS
TRP_000684,VH_0122,DRV_0122,2025-01-21 12:33:00,2025-01-21 14:53:00,Delhi,Delhi,CANCELLED
TRP_000685,VH_0123,DRV_0123,2025-01-21 08:22:00,2025-01-21 10:05:00,Bangalore,Bangalore,COMPLETED
TRP_000686,VH_0123,DRV_0123,2025-01-21 12:34:00,2025-01-21 13:22:00,Bangalore,Bangalore,COMPLETED
TRP_000687,VH_0123,DRV_0123,2025-01-21 17:10:00,2025-01-21 17:53:00,Bangalore,Bangalore,COMPLETED
TRP_000688,VH_0124,DRV_0124,2025-01-21 13:52:00,2025-01-21 15:01:00,Jaipur,Chennai,IN_PROGRESS
TRP_000689,VH_0124,DRV_0124,2025-01-21 15:37:00,2025-01-21 16:23:00,Jaipur,Jaipur,COMPLETED
TRP_000690,VH_0126,DRV_0126,2025-01-21 20:40:00,2025-01-21 22:25:00,Pune,Pune,COMPLETED
TRP_000691,VH_0127,DRV_0127,2025-01-21 10:08:00,2025-01-21 12:20:00,Hyderabad,Hyderabad,COMPLETED
TRP_000692,VH_0127,DRV_0127,2025-01-21 11:09:00,2025-01-21 11:55:00,Hyderabad,Hyderabad,COMPLETED
TRP_000693,VH_0128,DRV_0128,2025-01-21 21:43:00,2025-01-21 22:55:00,Mumbai,Bangalore,IN_PROGRESS
TRP_000694,VH_0129,DRV_0129,2025-01-21 14:42:00,2025-01-21 15:24:00,Hyderabad,Hyderabad,COMPLETED
TRP_000695,VH_0129,DRV_0129,2025-01-21 15:00:00,2025-01-21 16:13:00,Hyderabad,Hyderabad,COMPLETED
TRP_000696,VH_0130,DRV_0130,2025-01-21 08:46:00,2025-01-21 10:03:00,Delhi,Delhi,COMPLETED
TRP_000697,VH_0130,DRV_0130,2025-01-21 10:58:00,2025-01-21 12:47:00,Delhi,Mumbai,COMPLETED
TRP_000698,VH_0130,DRV_0130,2025-01-21 14:05:00,2025-01-21 14:57:00,Delhi,Delhi,COMPLETED
TRP_000699,VH_0130,DRV_0130,2025-01-21 20:32:00,2025-01-21 22:24:00,Delhi,Delhi,COMPLETED
TRP_000700,VH_0131,DRV_0131,2025-01-21 09:30:00,2025-01-21 11:37:00,Lucknow,Lucknow,COMPLETED
TRP_000701,VH_0132,DRV_0132,2025-01-21 07:15:00,2025-01-21 08:54:00,Lucknow,Jaipur,IN_PROGRESS
TRP_000702,VH_0132,DRV_0132,2025-01-21 08:39:00,2025-01-21 09:20:00,Lucknow,Lucknow,COMPLETED
TRP_000703,VH_0133,DRV_0133,2025-01-21 10:32:00,2025-01-21 13:46:00,Bangalore,Hyderabad,COMPLETED
TRP_000704,VH_0134,DRV_0134,2025-01-21 20:24:00,2025-01-21 21:17:00,Lucknow,Lucknow,COMPLETED
TRP_000705,VH_0136,DRV_0136,2025-01-21 09:54:00,2025-01-21 12:42:00,Ahmedabad,Ahmedabad,COMPLETED
TRP_000706,VH_0136,DRV_0136,2025-01-21 13:33:00,2025-01-21 16:05:00,Ahmedabad,Ahmedabad,COMPLETED
TRP_000707,VH_0136,DRV_0136,2025-01-21 19:53:00,2025-01-21 22:04:00,Ahmedabad,Ahmedabad,COMPLETED
TRP_000708,VH_0136,DRV_0136,2025-01-21 21:39:00,2025-01-21 23:28:00,Ahmedabad,Ahmedabad,COMPLETED
TRP_000709,VH_0137,DRV_0137,2025-01-21 18:40:00,2025-01-21 20:13:00,Ahmedabad,Ahmedabad,COMPLETED
TRP_000710,VH_0138,DRV_0138,2025-01-21 15:35:00,2025-01-21 18:29:00,Pune,Pune,CANCELLED
